Id,Agency Holding Company,Agency Name,Disciplines,Website,Description,Locations,Street Address,Street Address 2,City,State,Zip Code,Main Phone,Employees,Client Industries,Client Relationships,Profile URL,Year Founded,
41253,,1105 Media,Media Buying & Planning,www.1105media.com,"media buying & planning, b2b specialty","Woodland Hills,CA",6300 Canoga Avenue,Suite 1150,Woodland Hills,CA,91367,(818) 814-5200,201-500,,,https://my.winmo.com/hubignite/agency_profile/41253,2006,
16374,,116 & West,Digital,www.116andwest.com,interactive / business to business specialty,"Boise,ID",805 West Idaho Street,Suite300,Boise,ID,83702,(208)-472-2129,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/16374,1987,
58546,,"1220 Exhibits, Inc.",Event & Sponsorship Marketing,www.1220.com,event marketing,"Nashville,TN",3801 Vulcan Drive,,Nashville,TN,37211,(615) 333-1220,51-200,,,https://my.winmo.com/hubignite/agency_profile/58546,1972,
54092,WPP,141 Premiere Sports & Entertainment,Entertainment,www.141hawaii.com,full service,"Honolulu,HI",735 Bishop Street,Suite 330,Honolulu,HI,96826,(808)-792-9300,51-200,,,https://my.winmo.com/hubignite/agency_profile/54092,2006,
55464,,15 Minutes,Event & Sponsorship Marketing,www.15minutesinc.com,event & sponsorship marketing,"Conshohocken,PA",1982 Butler Pike,Suite 600,Conshohocken,PA,19428,(610) 832-1515,10-Jan,,,https://my.winmo.com/hubignite/agency_profile/55464,1987,
58382,,160over90,Event & Sponsorship Marketing,www.160over90.com,sponsorship & event marketing,"Los Angeles,CA",12400 Wilshire Boulevard,Suit 1300,Los Angeles,CA,90025,(424) 653-1900,501-1000,"accounting, consulting, law firms, security, pest control, janitorial, software, services: IT consulting, systems integration, IT training",Aura Company,https://my.winmo.com/hubignite/agency_profile/58382,1960,
18668,,160over90,Branding,www.160over90.com,"branding, full service","Philadelphia,PA",510 Walnut Street,19th Floor,Philadelphia,PA,19106,(215) 732-3200,51-200,"colleges & universities, Entertainment, restaurants, Sports & Recreation, sports teams & leagues","University of Oregon, Main Event Entertainment, Little Caesar's Pizza",https://my.winmo.com/hubignite/agency_profile/18668,2000,
42059,,160over90,Event & Sponsorship Marketing,www.160over90.com,sponsorship & events marketing,"New York,NY",304 Park Avenue South,,New York,NY,10010,(212) 586-5100,1001+,"clothing manufacturers, retailers of apparel & accessories, non-profit organizations, auto manufacturers, beer, wine, liquor, spirits, insurance, Food, packaged foods, fds & bvrgs, department stores, accounting, consulting, law firms, security, pest control, janitorial, software, services: IT consulting, systems integration, IT training","Hollister, Aura Company, USAA, Greenleaf, Field Roast Company, Lightlife, The Trevor Project",https://my.winmo.com/hubignite/agency_profile/42059,1960,
53257,,160over90,Digital,www.160over90.com,"digital design, interactive design","Santa Monica,CA",3420 Ocean Park Boulevard,Suite 2000,Santa Monica,CA,90405,(310) 399-4242,51-200,"Apparel & Accessories, clothing manufacturers, Associations & Organizations, non-profit organizations, auto manufacturers, dealerships, beer, wine, liquor, spirits, Broadcasting, television & radio stations, programming content providers, programming transmission service providers, sports news, programming & media, televisions, stereos, DVDs, Blu-Ray, photography & video equipment, Entertainment, movies: production, distribution, theaters, amusement parks, zoos, attractions, toys, games, hobbies, arts & crafts supplies, Packaged Goods, fds & bvrgs, computer hardware: components & parts, software, electrical components & devices, internet content providers, Social Media, Streaming Media, Online Retailer, Video Advertising","Michelob Ultra, Bud Light, ESPN, Inc., Netflix, Under Armour, Inc.",https://my.winmo.com/hubignite/agency_profile/53257,1999,
61274,,160over90,Event & Sponsorship Marketing,www.160over90.com,experiential marketing,"Atlanta,GA",3475 Lenox Road Northeast,Suite 1000,Atlanta,GA,30326,(678) 405-7720,51-200,"programming content providers, insurance, sports teams & leagues, telephone transmission services & equipment, cellular phones & wireless service providers, hotels, motels & resorts, Digital Business Provider","DIRECTV, Inc., AT&T, Inc., Marriott International, Inc., T-Mobile USA, Ultimate Fighting Championship, USAA",https://my.winmo.com/hubignite/agency_profile/61274,2001,
12536,,16W Marketing,Event & Sponsorship Marketing,www.16wmktg.com,event & sponsorship marketing,"Rutherford,NJ",75 Union Avenue,,Rutherford,NJ,7070,(201) 507-4599,10-Jan,,,https://my.winmo.com/hubignite/agency_profile/12536,2000,
62210,Omnicom,180LA,Creative/Advertising,www.180LA.com,full-service creative,"Los Angeles,CA",12555 West Jefferson Boulevard,Second Floor,Los Angeles,CA,90066,(310) 382-1400,201-500,"clothing manufacturers, retailers of apparel & accessories, charitable organizations, dealerships, beer, wine, liquor, spirits, non-alcoholic, television & radio stations, personal computers & organizers, televisions, stereos, DVDs, Blu-Ray, photography & video equipment, colleges & universities, Entertainment, toys, games, hobbies, arts & crafts supplies, credit card, packaged foods, pharmaceuticals & OTC drugs, lawn & garden, outdoor living, appliances for the home, fds & bvrgs, household cleaners & products, specialty retailers, sporting goods & equipment, health & fitness clubs & equipment, computer hardware: systems, peripherals, PCs, laptops, computer hardware: components & parts, internet content providers, freight delivery services, parcel delivery services, vacation & travel planners, tour operators, Mobile App, Streaming Media, Channel, Partner & Local Marketing","United States Fund for Unicef, Cox Enterprises, Inc., DHL Holdings, Inc.",https://my.winmo.com/hubignite/agency_profile/62210,2007,
62896,Omnicom,180NY,Creative/Advertising,www.180newyork.com,full-service creative,"New York,NY",200 Varick Street,,New York,NY,10014,,51-200,"non-alcoholic, packaged foods, fds & bvrgs, hotels, motels & resorts","Club Med North America, Mountain Dew, Slim Jim",https://my.winmo.com/hubignite/agency_profile/62896,2007,
61873,,1o8,Digital,1o8.agency,Digital media solutions & measurable marketing intelligence,"Chicago,IL",600 W Jackson Blvd,Suite 32,Chicago,IL,60612,(312) 324-4970,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/61873,2018,
11863,,2.718 Marketing,Full Service/Integrated,www.2718marketing.com,full service,"Chicago,IL",54 West Hubbard Street,Suite LLE,Chicago,IL,60654,(312)-661-1050,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/11863,1988,
41682,,20/20 Creative Group,Design,www.2020creativegroup.com/,Design,"San Luis Obispo,CA",975 Osos Street,,San Luis Obispo,CA,93401,(805) 542-0707,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/41682,2002,
23228,,20nine Design Studios,Design,www.20nine.com,design firm,"Conshohocken,PA",730 E elm Street,Suite 100,Conshohocken,PA,19428,(610) 238-0450,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/23228,2002,
56352,,21 Marketing,Event & Sponsorship Marketing,www.21mktg.com,"event & sponsorship marketing, sponsorship management","Greenwich,CT",500 West Putnam Avenue,Suite 400,Greenwich,CT,6830,(203) 869-2100,10-Jan,,,https://my.winmo.com/hubignite/agency_profile/56352,1991,
57786,Interpublic Group,215 McCann,Full Service/Integrated,www.215mccann.com,production,"San Francisco,CA",215 Leidesdorff Street,Fourth Floor,San Francisco,CA,94111,(415) 820-8700,51-200,"clothing manufacturers, shoe manufacturers, handbags, sunglasses, misc. accessories, non-alcoholic, electronic gaming systems, Entertainment, toys, games, hobbies, arts & crafts supplies, packaged foods, fds & bvrgs, specialty retailers, sporting goods & equipment, sports teams & leagues, software, electrical components & devices, internet content providers, Social Media, Streaming Media, Online Retailer, Digital Business Provider, Mobile Marketing, Search & Social Advertising, Native/Content Advertising, Ecommerce Marketing, Sales Automation, Enablement & Intelligence, Audience/Marketing Data & Data Enhancement, Talent Management, Account Based Marketing (ABM)","Avalara, LinkedIn Corporation, Xbox One, Xbox LIVE, Xbox, San Francisco Giants, Columbia Sportswear Company, Workday, Inc.",https://my.winmo.com/hubignite/agency_profile/57786,2006,
62568,,21Grams,"Design, Branding",www.21gramsny.com,Full Service,"New York,NY",199 Water Street,14th Floor,New York,NY,10038,(212)-254-2301,201-500,,,https://my.winmo.com/hubignite/agency_profile/62568,2018,
7310,,22squared Inc.,Full Service/Integrated,www.22squared.com,full service,"Atlanta,GA","1170 Peachtree Street, Northeast",Suite 1400,Atlanta,GA,30309,(404) 347-8700,201-500,"clothing manufacturers, retailers of apparel & accessories, non-profit organizations, dealerships, motorcycles, aftermarket, tires, parts, beer, wine, liquor, spirits, non-alcoholic, banking, brokerage & investment services, insurance, mortgage companies & commercial lenders, packaged foods, grocery stores, restaurants, residential, office, tourism boards, Health care, hospitals, nursing homes, health care facilities, pharmaceuticals & OTC drugs, vitamins & nutritional supplements, Home Related, building materials & supplies, plumbing & HVAC equipment & services, lawn & garden, outdoor living, appliances for the home, housewares, kitchenware & utensils, hand tools & accessories, floor, wall & window covering, lamps, decorative hardware & other home accessories, home services: pest, maid, security, Manufacturing, industrial equipment & machinery, fds & bvrgs, Retail Stores & Chains, department stores, specialty retailers, home improvement, hardware & home decor retailers, accounting, consulting, law firms, staffing, temporary employment, HR & benefits services, sporting goods & equipment, sports teams & leagues, carpet & floor covering, hotels, motels & resorts","Columbia Care Inc., SE Toyota Dealers Association, Publix Supermarkets, Inc., Baskin-Robbins, Publix, Publix.com, EverBank Financial, AdventHealth, Interface, Inc., SweetWater Brewing Company, CDC Foundation, Party City Corporation",https://my.winmo.com/hubignite/agency_profile/7310,1922,
7311,,22squared Inc.,Full Service/Integrated,www.22squared.com,full service,"Tampa,FL",100 North Tampa Street,Suite 2500,Tampa,FL,33602,(813) 202-1200,201-500,"clothing manufacturers, retailers of apparel & accessories, banking, insurance, Food, grocery stores, restaurants, residential, office, tourism boards, Home Related, building materials & supplies, lawn & garden, outdoor living, appliances for the home, housewares, kitchenware & utensils, hand tools & accessories, floor, wall & window covering, lamps, decorative hardware & other home accessories, home services: pest, maid, security, Retail Stores & Chains, department stores, home improvement, hardware & home decor retailers, hotels, motels & resorts","Publix Supermarkets, Inc., Publix, Publix.com, EverBank Financial, Baskin-Robbins",https://my.winmo.com/hubignite/agency_profile/7311,1922,
64944,,23 Below Media Group,Out-of-Home Advertising,www.23belowmedia.com,OOH agency,"New York,NY",26 Broadway,8th Floor,New York,NY,10004,(917)-446-1639,10-Jan,,,https://my.winmo.com/hubignite/agency_profile/64944,2015,
20334,,23 East Group,Public Relations,www.23east.co,marketing communications,"Atlanta,GA",121 Perimeter Center West,Suite 200,Atlanta,GA,30346,(678)-384-7836,10-Jan,,,https://my.winmo.com/hubignite/agency_profile/20334,2023,
42185,,23k Studios,Creative/Advertising,www.23k.com,full-service marketing design firm,"Wayne,PA",232 Conestoga Road,,Wayne,PA,19087,(610) 971-2000,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/42185,1991,
19470,,"24 / 7 Consulting, Inc.",Public Relations,www.24-7consulting.com,public relations firm,"Las Vegas,NV",6440 Sky Pointe Drive,Suite 140-118,Las Vegas,NV,89131,(503) 289-5354,10-Jan,,,https://my.winmo.com/hubignite/agency_profile/19470,1995,
60429,,26 Dot Two LLC,Media Buying & Planning,www.26dottwo.com,media planning & buying,"New York,NY",33 Irving Place,,New York,NY,10003,(646) 604-2864,Nov-50,"hotels, motels & resorts",Westfield Corporation,https://my.winmo.com/hubignite/agency_profile/60429,2007,
58915,,"2C Media, Inc.",Production,www.2c.tv,full service,"Miami,FL",12550 Biscayne Boulevard,Suite 700,Miami,FL,33181,(305) 672-8229,10-Jan,,,https://my.winmo.com/hubignite/agency_profile/58915,2005,
58927,,2e Creative,Creative/Advertising,www.2ecreative.com,full service,"Saint Louis,MO",411 North Tenth Street,Suite 600,Saint Louis,MO,63101,(314) 436-2323,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/58927,1999,
59215,,"2x4, Inc.",Design,www.2x4.org ,design,"New York,NY",180 Varick Street,Suite 1610,New York,NY,10014,(212) 647-1170,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/59215,1994,
37153,,3,Creative/Advertising,www.3advertising.com,full service,"Albuquerque,NM",1550 Mercantile Avenue Northeast,Second Floor,Albuquerque,NM,87107,(505) 293-2333,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/37153,2005,
58561,,3 Birds Marketing,Digital,www.3birdsmarketing.com,interactive,"Chapel Hill,NC",505 B West Franklin Street,,Chapel Hill,NC,27516,(877) 285-1094,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/58561,2009,
61590,,30 Lines,Digital,30lines.com,full-service digital agency,"Columbus,OH",121 East Nationwide Boulevard,,Columbus,OH,43215,(614) 859-5030,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/61590,2008,
20203,,30 Point,Public Relations,www.30point.com,public relations firm,"Atlanta,GA",659 Auburn Avenue,Suite 232,Atlanta,GA,30312,(404)-898-1267,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/20203,2008,
63080,,305 Worldwide,Creative/Advertising,www.305worldwide.com,full service creative,"New York,NY",75 Varick Street,,New York,NY,10013,(212)-220-5000,Nov-50,packaged foods,GoGo squeeZ,https://my.winmo.com/hubignite/agency_profile/63080,2019,
59868,,31 Lengths,Creative/Advertising,www.31lengths.net,advertising,"New York,NY",79 Madison Avenue,,New York,NY,10016,(646) 690-9729,10-Jan,,,https://my.winmo.com/hubignite/agency_profile/59868,2012,
63180,,31south,"Branding, Design, SEO/SEM",www.31south.io,,"Atlanta,GA",3550 Lenox Road NE,Suite 2100,Atlanta,GA,30326,,10-Jan,,,https://my.winmo.com/hubignite/agency_profile/63180,2017,
1821,,360 Group,Creative/Advertising,www.360grouponline.com,full service,"Indianapolis,IN",310 West Michigan Street,Suite A,Indianapolis,IN,46202,(317) 633-1456,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/1821,1960,
22251,,360 Media Ventures,Branding,www.aura360.com,"branding, emerging sports public relations","Portland,ME",30 Danforth Street,Suite 305,Portland,ME,4101,(207) 699-2360,10-Jan,,,https://my.winmo.com/hubignite/agency_profile/22251,2003,
58995,,360PR+,Public Relations,www.360pr.plus,public relations,"New York,NY",180 Varick Street,,New York,NY,10014,(212) 729-5833,Nov-50,"Agricultural Business, Apparel & Accessories, non-alcoholic, Food, food growers, wholesalers & distributors, housewares, kitchenware & utensils, office supplies, cosmetics, perfume, toiletries & personal care items, Service Businesses, accounting, consulting, law firms, other recreational equipment: pool tables, jungle gym, Online Retailer","Juicy Juice, Full Circle Brands, Soma Water, United Natural Foods, Inc., Little Leaf Farms, Do Good Foods, Tattly, BodyMark, Inkbox, Saris Cycling Group",https://my.winmo.com/hubignite/agency_profile/58995,2001,
58969,,3fold Communications,Creative/Advertising,3foldcomm.com,full service,"Sacramento,CA",2031 K Street,,Sacramento,CA,95811,(916) 442-1394,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/58969,2004,
27457,,"3H Communications, Inc.",Full Service/Integrated,www.3h.ca,full service,"Oakville,ON",309 Church Street,,Oakville,ON,L6J 1N9,(905) 338-8177,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/27457,1988,
59958,,3Headed Monster,Creative/Advertising,3headedmonster.com,Creative agency ,"Dallas,TX",211 North Ervay Street,Suite 450,Dallas,TX,75201,(972) 685-0479,10-Jan,"Food, restaurants, residential, specialty retailers",Tropical Smoothie Cafe Corporation,https://my.winmo.com/hubignite/agency_profile/59958,2014,
6822,,"3marketeers Advertising, Inc.",Creative/Advertising,www.3marketeers.com,full service,"San Jose,CA",6399 San Ignacio,Suite 200,San Jose,CA,95119,(408) 293-3233,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/6822,1986,
60281,,3Points Communications,Public Relations,www.3PTsComm.com,boutique public relations agency,"Chicago,IL",29 East Madison Street,Suite 920,Chicago,IL,60602,(312) 725-7950,10-Jan,"Technology, software",,https://my.winmo.com/hubignite/agency_profile/60281,2010,
13314,,3rd Coast PR,Public Relations,www.3rdcoastpr.com/,full service,"Chicago,IL",550 West Washington Boulevard,Suite 201,Chicago,IL,60661,(312) 257-3030,10-Jan,"Beverages, beer, wine, liquor, spirits, Food, packaged foods, grocery stores, food growers, wholesalers & distributors, Health care, vitamins & nutritional supplements, lunch boxes, thermoses, coolers","Thermos, LLC, Sargento Foods, Inc., Pettura, Fenn Valley Vineyards, V&V Supremo Foods",https://my.winmo.com/hubignite/agency_profile/13314,2011,
58685,,3rd Third Marketing,Direct / Relationship,www.3rdthirdmarketing.com,direct marketing agency,"Seattle,WA",811 First Avenue,Suite 400,Seattle,WA,98104,(888) 776-5135,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/58685,2001,
1917,,4 Next Interactive,Digital,www.4-next.com,interactive / digital / e-marketing,"Plainfield,IL",13717 South Route 30,Suite 115-B,Plainfield,IL,60544,(815) 782-7348,10-Jan,,,https://my.winmo.com/hubignite/agency_profile/1917,2006,
28217,,"42 Entertainment, LLC",Entertainment,www.42entertainment.com,branded content marketing,"Burbank,CA",727 South Main Street,,Burbank,CA,91506,(626) 356-1302,51-200,"television & radio stations, movies: production, distribution, theaters",,https://my.winmo.com/hubignite/agency_profile/28217,2004,
60544,,42West,Public Relations,www.42west.net,Public Relations,"New York,NY",600 Third Avenue,23rd Floor,New York,NY,10016,(212) 277-7555,51-200,,,https://my.winmo.com/hubignite/agency_profile/60544,2004,
60545,,42West,Public Relations,www.42west.net,Public Relations,"Los Angeles,CA",1840 Century Park East,Suite 700,Los Angeles,CA,90067,(310) 477-4442,201-500,,,https://my.winmo.com/hubignite/agency_profile/60545,2004,
62363,,451 Research,Market Research,www.451research.com,"market research, full service","Boston,MA",101 Federal Street,Fifth Floor,Boston,MA,2110,(212) 505-3030,51-200,,,https://my.winmo.com/hubignite/agency_profile/62363,2000,
21950,,"50,000 Feet, Inc.",Design,www.50000feet.com,design firm,"Chicago,IL",1700 West Irving Park Road,Suite 110,Chicago,IL,60613,(773) 529-6760,Nov-50,"Automotive, auto manufacturers, dealerships, motorcycles, aftermarket, tires, parts, Consumer Electronics, eye care, optical","Winix, Zeiss Group",https://my.winmo.com/hubignite/agency_profile/21950,2001,
57656,,52 Ltd,Recruitment,www.52ltd.com,Creative and marketing placement agency,"Portland,OR",135 Northeast Ninth Avenue,,Portland,OR,97232,(503) 517-0052,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/57656,2005,
1155,,54 Brands,Full Service/Integrated,www.54brands.com,marketing & event,"Charlotte,NC",1515 Mockingbird Lane,Suite 4112,Charlotte,NC,28209,(704)-557-0304,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/1155,2016,
61636,,5HD Agency,Full Service/Integrated,www.5hdagency.com/,"Full Service, Digital Specialty","Braintree,MA",350 Granite Street,Suite 1202,Braintree,MA,2184,(781) 312-7123,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/61636,2013,
61494,,5ive,Creative/Advertising,www.5ivempls.com,creative agency,"Minneapolis,MN",1620 Central Avenue Northeast,Suite 200,Minneapolis,MN,55413,(612) 315-3495,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/61494,2010,
8480,,5MetaCom,Digital,www.5metacom.com,"interactive, healthcare specialty","Indianapolis,IN",10401 North Meridian Street,Suite 100,Indianapolis,IN,46290,(317) 580-7540,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/8480,1977,
59489,,5Q Communications,Digital,www.fiveq.com,internet,"Atlantic,IA",PO Box 346,,Atlantic,IA,50022,(800)-747-4214,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/59489,2004,
19180,,5W Public Relations,Public Relations,www.5wpr.com,public relations,"New York,NY",Three Park Avenue,,New York,NY,10016,(212) 999-5585,51-200,"Apparel & Accessories, shoe manufacturers, retailers of apparel & accessories, non-profit organizations, Beverages, beer, wine, liquor, spirits, non-alcoholic, Entertainment, musical instruments, toys, games, hobbies, arts & crafts supplies, gambling: lotteries, casinos, gambling venues, supplies & equipment, fine arts: museums, theater, ballet, symphony, Financial Services, insurance, Food, packaged foods, restaurants, food growers, wholesalers & distributors, Health care, eye care, optical, vitamins & nutritional supplements, housewares, kitchenware & utensils, Packaged Goods, cosmetics, perfume, toiletries & personal care items, fds & bvrgs, infant & youth supplies & equipment, other packaged goods, Retail Stores & Chains, specialty retailers, software, services: IT consulting, systems integration, IT training, Travel & Hospitality, airlines, vacation & travel planners, tour operators, casino hotels, hotels, motels & resorts, Mobile App, Online Retailer, Retail, Proximity & IoT Marketing","LifeStyles, The Topps Company, Inc., Airgraft, MiraBurst, HumanN, The Brotherhood Sister Sol, Decleor Paris, Talking Rain, Sparkling ICE, All-Clad Metalcrafters, Inc., Diono, LLC, Medifast, Inc., Jane Iredale, Kidpik LLC, Luckybar, L'Oreal Professionnel, Ashley Stewart, Paris Baguette, Saucey, Jewelry Television, LeanIX, Strong National Museum of Play, Pawlicy Advisor, Linqto, Blenders Eyewear, Travel Medford, StriVectin, GNC Corporation, BRUNT Workwear, Sitka Seafood Market",https://my.winmo.com/hubignite/agency_profile/19180,2003,
61675,,62Above,Creative/Advertising,62above.com,creative & social,"San Diego,CA",444 West Beech Street,,San Diego,CA,92101,(619) 295-8232,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/61675,2020,
9874,,6AM Marketing,Branding,www.6ammarketing.com,full service,"Madison,WI",2901 West Beltline Highway,Suite 300,Madison,WI,53713,(608) 232-9696,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/9874,2014,
59546,,6P Marketing,Branding,www.6pmarketing.com,branding,"Winnipeg,MB",44 Princess Street,Suite 300,Winnipeg,MB,R3B 1K2,(204) 772-4061,10-Jan,,,https://my.winmo.com/hubignite/agency_profile/59546,1999,
23009,Stagwell,72andSunny,Creative/Advertising,www.72andsunny.com,full service,"Playa Vista,CA",12101 West Bluff Creek Drive,,Playa Vista,CA,90094,(310) 215-9009,51-200,"clothing manufacturers, shoe manufacturers, handbags, sunglasses, misc. accessories, retailers of apparel & accessories, non-profit organizations, Automotive, auto manufacturers, auto care, beer, wine, liquor, spirits, non-alcoholic, television & radio stations, Consumer Electronics, personal computers & organizers, televisions, stereos, DVDs, Blu-Ray, electronic gaming systems, Entertainment, amusement parks, zoos, attractions, toys, games, hobbies, arts & crafts supplies, fine arts: museums, theater, ballet, symphony, Food, packaged foods, restaurants, food growers, wholesalers & distributors, Furniture, residential, appliances for the home, cosmetics, perfume, toiletries & personal care items, fds & bvrgs, property management, maintenance & related services, mass retailers, specialty retailers, staffing, temporary employment, HR & benefits services, sporting goods & equipment, sports teams & leagues, health & fitness clubs & equipment, computer hardware: components & parts, software, electrical components & devices, cellular phones & wireless service providers, communications equipment, satellites & transmission services, internet search engines & reference guide providers, internet content providers, Travel & Hospitality, airlines, taxi, limousine, private coach & other passenger services, hotels, motels & resorts, Social Media, Mobile App, Streaming Media, Online Retailer, Digital Business Provider, Mobile Marketing, Search & Social Advertising, Ecommerce Platforms & Carts, Affiliate Marketing & Management, Optimization, Personalization & Testing, Interactive Content, Search Engine Optimization (SEO), Mobile Apps, Data Management Platform (DMP), iPaaS, Cloud/Data Integration & Tag Management, Marketing Analytics, Performance & Attribution, Mobile & Web Analytics, Collaboration, Events, Meetings & Webinars, Advocacy, Loyalty & Referrals","United Airlines / United Continental, Activision Blizzard, Inc., Pinterest, Pluto TV, Carl's Jr., CKE Restaurants, Inc., Indeed, Google Chrome, National Football League, Inc. (NFL), Call of Duty, Activision Publishing, Inc., Google, Inc., Sonos, Inc., Google Duo, Stubhub.com, Tinder, Vivid Seats, Inc., Sonos Play:5, Sonos Play:3, Sonos Bridge, Sonos Connect:Amp, Sonos Connect, Zillow, Inc., Zoom, Wingstop Restaurants, Sleep Number Corporation, Pvolve, Wilson Sporting Goods Company",https://my.winmo.com/hubignite/agency_profile/23009,2004,
